account,stage,amount,creationDate,closeDate,practice,offer,sector,segment,director,manager,source,competitiveness,code
account92,0,350000,10/2/16,4/5/16,practice4,offer48,sector4,NA,director115,manager198,source2,NA,SCN
account241,0,100000,23/2/16,27/4/16,practice4,offer48,sector2,segment20,director26,manager199,source2,NA,DED
account240,1,11000,4/3/16,15/3/16,practice1,offer10,sector2,segment20,director53,manager122,source2,NA,DEW
account88,1,34300,12/3/16,13/4/16,practice4,offer44,sector1,segment5,director29,manager198,source2,NA,APS
account101,0,120000,14/7/16,13/8/16,practice4,offer51,sector2,NA,director52,manager73,source2,NA,ATS
account659,1,15000,14/7/16,14/7/16,practice4,offer44,sector4,NA,director51,manager95,source2,NA,SDH
account784,1,15000,14/7/16,8/9/16,practice1,offer10,sector5,segment13,director169,manager253,source2,NA,VSA
account784,1,15000,14/7/16,28/7/16,practice1,offer10,sector5,segment13,director169,manager300,source2,NA,VSA
account240,1,187000,14/7/16,11/8/16,practice4,offer51,sector2,segment20,director52,manager12,source2,NA,DEW
account394,1,98400,9/3/16,13/4/16,practice1,offer8,sector4,segment26,director51,manager308,source2,NA,ICR
account459,1,40500,2/3/16,16/9/16,practice3,offer33,sector5,NA,director123,manager226,source2,NA,LMF
account60,1,8625,2/3/16,2/3/16,practice3,offer34,sector4,segment10,director123,manager28,source2,NA,ACO
account655,1,63000,9/3/16,2/4/16,practice4,offer44,sector1,segment19,director113,manager313,source2,NA,ACT
account548,0,45000,9/3/16,6/5/16,practice4,offer44,sector4,segment19,director51,manager157,source2,NA,DOH
account260,0,NA,4/3/16,20/4/16,practice4,offer48,sector1,segment14,director154,manager43,source2,NA,NA
account252,1,3803.64,9/6/18,22/6/18,practice4,offer44,NA,segment19,director42,manager218,NA,NA,DHW
account660,0,10000,18/7/18,16/10/18,practice1,offer54,NA,NA,director51,manager287,NA,NA,SOL
account250,1,1,18/7/18,28/11/18,practice4,offer44,NA,segment14,director78,manager211,NA,NA,DFT
account244,1,40950,18/7/18,24/7/18,practice1,offer53,NA,segment17,director140,manager277,NA,NA,DSE
account465,0,85000,14/6/18,2/7/18,practice4,offer44,sector4,NA,director113,manager134,NA,NA,MAD
account782,0,1000000,14/6/18,20/6/18,practice3,offer58,NA,NA,director134,manager320,NA,NA,VRL
account377,1,28000,28/6/18,2/7/18,practice4,offer44,NA,segment19,director126,manager81,NA,NA,HDA
account113,1,91600,9/2/16,25/2/16,practice1,offer8,sector3,NA,director33,manager198,source2,NA,BAB
account111,1,47520,9/2/16,13/4/16,practice4,offer50,sector8,segment19,director26,manager183,source2,NA,BAY
account663,0,150000,9/2/16,1/3/16,practice4,offer34,sector4,NA,director131,manager17,source2,NA,PHN
account248,0,95000,9/2/16,16/2/16,practice3,offer33,sector1,segment14,director51,manager308,source2,NA,DSA
account181,0,80000,5/4/17,4/10/17,practice4,offer44,NA,segment19,director154,manager24,source2,NA,MEL
account607,1,100000,5/4/17,14/8/17,practice1,offer8,NA,segment19,director61,manager63,source2,NA,QDH
account260,0,200000,7/3/16,20/4/16,practice4,offer48,sector2,segment14,director154,manager43,source11,NA,DEM
account434,1,9000,7/3/16,9/3/16,practice1,offer10,sector2,segment25,director169,manager165,source2,NA,LTU
account784,1,14000,4/4/17,5/4/17,practice1,offer10,sector5,segment13,director169,manager253,source2,NA,VSA
account244,1,39000,4/4/17,10/7/17,practice4,offer51,sector8,segment17,director39,manager73,source2,NA,DSE
account318,1,12500,4/4/17,19/4/17,practice1,offer8,sector5,segment16,director117,manager31,source2,NA,EMP
account753,0,70000,30/5/18,1/9/18,practice3,offer41,NA,segment25,director42,manager55,NA,NA,UWA
account253,1,7700,24/7/18,25/7/18,practice1,offer54,sector4,segment19,director158,manager165,source5,NA,DHV
account596,1,33300,24/7/18,8/8/18,practice1,offer56,NA,segment5,director22,manager49,NA,NA,PSC
account84,1,95150,11/7/18,12/9/18,practice3,offer40,NA,segment25,director126,manager248,NA,NA,ANU
account241,0,382800,11/7/18,5/9/18,practice4,offer44,NA,segment20,director97,manager56,NA,Competitive,DED
account253,1,13000,17/7/18,31/10/18,practice3,offer53,NA,segment19,director97,manager243,NA,NA,DHV
account241,1,167600,23/7/18,26/9/18,practice3,offer17,NA,segment20,director155,manager21,source5,Sole sourced,DED
account645,1,60000,23/7/18,24/8/18,practice3,offer54,NA,segment8,director74,manager141,NA,NA,STC
account256,0,150000,23/7/18,28/8/18,practice3,offer54,NA,segment19,director111,manager145,NA,NA,DHP
account720,1,139200,25/7/18,19/10/18,practice1,offer43,NA,segment14,director74,manager180,NA,NA,TIQ
account219,1,101000,11/7/18,5/9/18,practice4,offer43,NA,segment14,director78,manager229,NA,NA,DEJ
account272,0,3770000,28/7/16,17/10/16,practice2,offer20,sector1,segment45,director79,manager51,source2,NA,DPC
account241,1,5550,28/7/16,5/9/16,practice1,offer10,sector2,segment20,director52,manager165,source2,NA,DED
account237,0,50000,2/6/16,14/7/16,practice1,offer3,sector2,segment20,director78,manager238,source2,NA,WDE
account78,0,55000,2/9/16,29/9/16,practice2,offer20,sector2,segment34,director141,manager291,source2,NA,TSL
account244,0,150000,2/9/16,11/10/16,practice4,offer51,sector8,segment17,director147,manager238,source2,NA,DSE
account614,0,200000,2/9/16,26/9/16,practice4,offer44,sector1,segment14,director82,manager219,source2,NA,QTT
account241,1,43500,31/5/16,3/6/16,practice3,offer34,sector2,segment20,director112,manager253,source2,NA,DED
account278,1,10000,31/5/16,8/6/16,practice1,offer5,NA,segment37,director147,manager238,source2,NA,DIN
account227,0,44108,31/5/16,6/7/16,practice4,offer51,sector8,segment17,director82,manager315,source2,NA,DAQ
account232,1,23710,3/9/16,21/9/16,practice3,offer51,sector5,segment19,director82,manager84,source2,NA,DOC
account103,0,120000,2/9/16,31/10/16,practice1,offer2,NA,NA,director91,manager307,source2,NA,BTH
account4,1,23558.75,5/3/16,24/3/16,practice2,offer25,sector6,segment30,director58,manager196,source2,NA,ABC
account4,1,70000,5/3/16,24/3/16,practice2,offer25,sector6,segment30,director58,manager196,source2,NA,ABC
account278,1,8000,8/6/16,8/6/16,practice1,offer10,NA,segment37,director147,manager238,source2,NA,DIN
account244,1,7000,8/6/16,8/6/16,practice1,offer10,NA,segment17,director147,manager238,source2,NA,DSE
account633,1,87675,8/6/16,5/8/16,practice3,offer33,sector4,NA,director135,manager85,source2,NA,RFD
account241,1,16000,8/6/16,8/6/16,practice1,offer10,NA,segment20,director147,manager238,source2,NA,DED
account272,1,39800,8/6/16,29/6/16,practice4,offer51,sector1,segment45,director26,manager209,source2,NA,DPC
account61,1,10000,20/2/16,12/3/16,practice4,offer44,sector4,segment19,director85,manager311,source2,NA,ACQ
account428,1,40000,9/2/16,9/2/16,practice1,offer8,sector4,segment10,director123,manager28,source2,NA,KIL
account241,1,1062,9/2/16,9/2/16,practice4,offer44,sector2,segment20,director131,manager257,source2,NA,DED
account113,1,150000,9/2/16,27/8/18,practice1,offer8,sector3,NA,director33,manager198,source2,NA,BAB
account265,1,52050,29/2/16,23/4/16,practice1,offer10,sector8,segment19,director111,manager45,source2,NA,DIP
account265,1,30120,29/2/16,20/4/16,practice3,offer35,sector8,segment19,director111,manager45,source2,NA,DIP
account315,1,80000,11/3/16,16/6/16,practice4,offer44,sector7,segment15,director147,manager73,source2,NA,EMV
account663,1,80150,11/3/16,25/3/16,practice1,offer44,sector5,NA,director131,manager257,source2,NA,PHN
account245,0,156000,11/3/16,11/5/16,practice1,offer10,sector5,segment19,director141,manager165,source2,NA,HSN
account417,0,100000,14/7/16,24/8/16,practice1,offer10,sector5,NA,director115,manager242,source2,NA,JOB
account678,1,17500,28/7/16,28/7/16,practice4,offer44,sector3,segment44,director26,manager17,source2,NA,STR
account143,1,14600,28/7/16,3/8/16,practice1,offer44,sector4,segment33,director113,manager97,source2,NA,CMS
account765,0,185000,28/7/16,30/9/16,practice3,offer33,sector7,segment15,director141,manager291,source2,NA,VPL
account261,1,5500,10/3/16,10/3/16,practice4,offer49,sector7,segment28,director115,manager82,source2,NA,AGJ
account111,0,24750,1/8/16,18/10/16,practice4,offer50,sector6,segment19,director26,manager275,source2,NA,BAY
account250,0,80000,10/3/16,27/8/18,practice3,offer34,sector1,segment14,director79,manager286,source2,NA,DFT
account285,1,11167.5,10/3/16,10/3/16,practice4,offer44,sector1,segment45,director126,manager171,source2,NA,PMC
account220,1,8000,8/3/16,8/3/16,practice1,offer10,sector8,segment41,director147,manager238,source2,NA,DII
account261,0,9800,8/3/16,22/4/16,practice4,offer10,sector7,segment28,director115,manager85,source2,NA,AGJ
account566,1,32000,2/8/16,2/9/16,practice4,offer44,sector8,segment42,director82,manager145,source2,NA,OGN
account743,1,26000,2/8/16,25/8/16,practice1,offer8,NA,segment25,director158,manager282,source2,NA,UNS
account550,1,98475,11/2/16,18/2/16,practice1,offer33,sector1,segment5,director79,manager122,source2,NA,PSN
account278,0,40000,17/2/16,9/8/16,practice1,offer10,sector8,segment37,director147,manager238,source2,NA,DIN
account755,1,136363,17/2/16,13/4/16,practice4,offer44,sector2,segment25,director113,manager40,source2,NA,UOW
account175,0,25000,17/2/16,15/4/16,practice2,offer21,sector2,segment25,director169,manager165,source2,NA,CHI
account271,1,30000,11/3/16,11/3/16,practice4,offer44,sector1,segment45,director51,manager118,source2,NA,NPD
account463,0,NA,11/3/16,26/4/16,practice2,offer21,sector8,segment4,director112,manager28,source2,NA,MQG
account601,1,4420,8/6/17,8/6/17,practice2,offer20,sector3,segment44,director112,manager150,source2,NA,QIC
account241,1,228000,8/6/17,27/9/17,practice3,offer36,sector2,segment20,director141,manager291,source2,NA,DED
account652,0,350000,8/6/17,7/11/17,practice2,offer24,NA,segment43,director162,manager51,source2,NA,SQW
account562,0,150000,8/6/17,23/4/18,practice1,offer8,NA,NA,director150,manager134,source2,NA,OCO
account740,0,50000,20/11/17,19/6/18,practice4,offer44,sector2,segment25,director126,manager81,NA,NA,UME
account482,0,10000,6/6/17,11/8/17,practice1,offer10,NA,segment25,director52,manager165,source2,NA,NMI
account749,1,63750,11/11/17,17/11/17,practice3,offer58,NA,segment25,director92,manager192,NA,NA,USY
account578,1,10000,2/12/17,4/1/18,practice1,offer13,NA,segment44,director158,manager41,source3,NA,PER
account199,0,200000,2/12/17,23/1/18,practice4,offer44,NA,segment19,director113,manager295,NA,NA,CSD
account94,1,83470,22/8/16,12/10/16,practice1,offer8,sector2,NA,director34,manager127,source2,NA,ATN
account263,1,90150,22/8/16,30/9/16,practice4,offer51,sector7,segment28,director82,manager145,source2,NA,DJQ
account184,0,70000,30/11/17,5/12/17,practice1,offer11,NA,segment43,director83,manager297,source2,NA,CWW
account260,0,100000,30/5/17,14/6/17,practice1,offer10,NA,segment14,director78,manager143,source7,NA,DEM
account496,1,30000,30/5/17,30/5/17,practice1,offer8,sector2,segment25,director78,manager17,source2,NA,MSH
account251,0,50000,1/6/17,21/6/17,practice4,offer44,NA,segment19,director113,manager240,source2,NA,DHA
account282,0,363300,1/6/17,29/8/17,practice4,offer50,sector8,segment17,director28,manager234,source2,NA,DWR
account44,1,150000,1/6/17,1/6/17,practice1,offer10,sector8,segment42,director158,manager73,source2,NA,SPI
account696,1,5000,1/6/17,7/6/17,practice1,offer10,sector2,NA,director105,manager45,source2,NA,TQD
account220,0,150000,1/6/17,3/10/17,practice4,offer51,NA,segment41,director131,manager17,source2,NA,DII
account71,1,500000,1/6/17,9/6/17,practice1,offer10,sector8,segment42,director158,manager229,source2,NA,AEM
account628,0,200000,25/7/17,1/11/17,practice1,offer56,NA,segment24,director51,manager273,source2,NA,RTA
account254,0,146600,25/7/17,10/11/17,practice1,offer15,NA,segment19,director83,manager183,source2,NA,DHS
account241,1,5700,25/7/17,24/7/17,practice1,offer54,sector2,segment20,director52,manager165,source2,NA,DED
account241,1,5700,25/7/17,24/7/17,practice1,offer54,NA,segment20,director52,manager165,source2,NA,DED
account743,0,NA,16/9/16,23/2/17,practice1,offer8,sector2,segment25,director30,manager226,source2,NA,UNS
account240,1,156600,9/6/17,22/6/17,practice4,offer51,sector2,segment20,director26,manager273,source2,NA,DEW
account644,1,75000,9/11/17,21/11/17,practice1,offer54,NA,segment19,director135,manager262,NA,NA,SAT
account241,1,6600,4/11/17,10/11/17,practice1,offer56,NA,segment20,director147,manager76,NA,NA,DED
account532,1,14500,15/4/16,15/4/16,practice2,offer25,sector6,segment30,director58,manager265,source2,NA,NLD
account514,1,10000,25/11/17,8/12/17,practice3,offer38,NA,segment13,director155,manager239,NA,NA,NDI
account251,1,160000,16/11/17,22/12/17,practice4,offer44,NA,segment19,director113,manager265,NA,NA,DHA
account434,1,15000,16/11/17,20/11/17,practice1,offer54,NA,segment25,director169,manager237,NA,NA,LTU
account253,1,35107.45,15/11/17,22/12/17,practice3,offer30,sector4,segment19,director169,manager156,NA,NA,DHV
account330,1,12000,15/11/17,1/12/17,practice1,offer56,NA,segment42,director28,manager99,NA,NA,EXX
account241,1,NA,7/6/17,7/6/17,practice1,offer8,NA,segment20,director158,manager282,source2,NA,DED
account496,1,36000,7/6/17,15/6/17,practice1,offer10,sector2,segment25,director169,manager237,source2,NA,MSH
account318,1,9000,1/12/17,4/12/17,practice1,offer54,NA,segment16,director81,manager237,NA,NA,EMP
account451,1,26000,26/5/17,13/6/17,practice4,offer51,sector5,segment13,director1,manager303,source2,NA,CWE
account686,0,200000,26/5/17,15/6/17,practice1,offer8,sector6,segment19,director117,manager54,source2,NA,SSC
account496,1,7350,26/5/17,26/5/17,practice1,offer10,sector2,segment25,director2,manager237,source2,NA,MSH
account251,0,200000,26/5/17,29/9/17,practice4,offer51,NA,segment19,director113,manager273,source2,NA,DHA
account80,1,3900,29/5/17,31/5/17,practice1,offer10,sector5,NA,director131,manager179,source2,NA,AIF
account742,1,45000,16/11/17,7/5/18,practice3,offer42,NA,segment25,director162,manager79,NA,NA,UND
account740,0,100000,17/8/16,7/9/16,practice1,offer10,sector2,segment25,director33,manager178,source2,NA,UME
account604,1,37726,17/8/16,17/11/16,practice2,offer20,sector3,segment40,director111,manager255,source2,NA,QSU
account218,1,6900,30/5/17,22/6/17,practice1,offer10,sector2,segment25,director81,manager305,source3,NA,DKU
account565,1,337750,30/5/17,4/7/17,practice1,offer8,NA,segment3,director115,manager52,source2,NA,OPA
account544,0,50000,30/5/17,4/7/17,practice1,offer8,NA,segment20,director115,manager203,source2,NA,NES
account640,1,12000,9/11/17,9/1/18,practice1,offer54,NA,NA,director167,manager6,source2,NA,RFC
account784,1,22200,10/11/17,20/11/17,practice1,offer54,NA,segment13,director169,manager253,NA,NA,VSA
account241,1,9600,8/6/17,8/6/17,practice3,offer34,NA,segment20,director141,manager29,source2,NA,DED
account91,1,30000,8/6/17,14/8/17,practice4,offer51,NA,segment19,director70,manager240,source2,NA,ASI
account584,0,20000,8/6/17,19/1/18,practice3,offer10,sector6,NA,director134,manager212,source2,NA,PAA
account377,0,200000,8/6/17,18/7/17,practice3,offer35,sector4,segment19,director61,manager116,source2,NA,HDA
account514,1,180908.2,8/6/17,4/7/17,practice3,offer34,NA,segment13,director139,manager176,source2,NA,NDI
account197,1,60000,8/6/17,29/6/17,practice4,offer8,sector4,segment4,director51,manager112,source2,NA,CBA
account650,0,10000,8/6/17,18/7/17,practice1,offer10,sector5,segment16,director52,manager141,source3,NA,SEE
account4,1,484250,17/11/17,8/1/18,practice3,offer30,NA,segment30,director79,manager122,NA,NA,ABC
account655,0,100000,23/8/16,12/9/16,practice3,offer36,sector4,segment19,director1,manager242,source2,NA,ACT
account279,0,8400,9/6/17,19/6/17,practice4,offer44,NA,segment19,director1,manager203,source12,NA,DFC
account609,0,200000,9/6/17,5/10/17,practice4,offer44,sector7,segment28,director111,manager23,source2,NA,QPS
account279,0,15000,3/6/17,26/6/17,practice4,offer44,NA,segment19,director1,manager203,source7,NA,DFC
account627,0,25000,3/6/17,13/7/17,practice1,offer10,NA,segment25,director169,manager237,source2,NA,RMI
account361,1,47500,3/6/17,9/6/17,practice1,offer10,sector8,segment17,director147,manager145,source2,NA,GBR
account241,1,93772.73,10/11/17,21/11/17,practice3,offer40,sector2,segment20,director52,manager286,source2,NA,DED
account185,1,37100,10/11/17,10/11/17,practice1,offer56,NA,segment41,director167,manager313,NA,NA,CAS
account197,1,45000,10/11/17,10/11/17,practice1,offer54,NA,segment4,director51,manager110,NA,NA,CBA
account207,0,1000000,10/11/17,22/1/18,practice1,offer53,sector4,NA,director10,manager115,source8,NA,COX
account514,1,280000,31/5/17,3/8/17,practice3,offer34,sector5,segment13,director141,manager291,source2,NA,NDI
account272,0,500000,31/5/17,28/6/17,practice3,offer51,NA,segment45,director26,manager227,source11,NA,DPC
account136,1,22600,31/5/17,22/6/17,practice4,offer44,sector5,segment23,director160,manager252,source2,NA,THA
account71,1,9000,31/5/17,31/5/17,practice1,offer8,sector8,segment42,director83,manager260,source2,NA,AEM
account774,0,100000,6/6/17,14/7/17,practice1,offer3,sector5,segment28,director78,manager244,source2,NA,VLA
account548,1,22455,6/6/17,16/6/17,practice4,offer44,sector4,segment19,director104,manager190,source2,NA,DOH
account601,1,75500,27/5/17,10/8/17,practice1,offer10,sector3,segment44,director111,manager45,source2,NA,QIC
account800,1,113200,7/11/17,20/11/17,practice3,offer31,NA,segment4,director162,manager71,NA,NA,WPC
account484,1,15000,6/11/17,13/11/17,practice1,offer54,NA,segment43,director169,manager237,NA,NA,MWA
account434,1,44600,6/11/17,20/11/17,practice1,offer54,NA,segment25,director169,manager237,NA,NA,LTU
account496,1,43454.55,10/6/17,16/6/17,practice1,offer10,sector2,segment25,director81,manager178,source2,NA,MSH
account548,1,77700,10/6/17,8/8/17,practice4,offer44,sector4,segment19,director85,manager190,source2,NA,DOH
account548,0,78300,10/6/17,19/6/17,practice4,offer51,sector4,segment19,director85,manager311,source2,NA,DOH
account755,1,14500,10/6/17,13/6/17,practice1,offer10,sector2,segment25,director70,manager192,source2,NA,UOW
